Source,Target,Weight,typeTrans,fraud
'C752270622','M348934600',53.61,'es_transportation',0
'C2075898645','M1842530320',29.09,'es_tech',0
'C1767929602','M1823072687',22.55,'es_transportation',0
'C1014124305','M348934600',38.73,'es_transportation',0
'C582173326','M348934600',9.62,'es_transportation',0
'C1591612680','M348934600',20.41,'es_transportation',0
'C365152877','M1823072687',35.13,'es_transportation',0
'C1687101094','M348934600',12.03,'es_transportation',0
'C1753498738','M1823072687',9.78,'es_transportation',0
'C868933598','M1823072687',7.64,'es_transportation',0
'C1039748502','M348934600',27.25,'es_transportation',0
'C1158875335','M1823072687',42.73,'es_transportation',0
'C1440340988','M1741626453',201.93,'es_sportsandtoys',0
'C1398865038','M855959430',12.8,'es_hyper',0
'C1487874353','M348934600',6.91,'es_transportation',0
'C373567366','M151143676',37.57,'es_barsandrestaurants',0
'C1960353164','M1823072687',18.14,'es_transportation',0
'C1276892406','M348934600',20.73,'es_transportation',0
'C1799882713','M348934600',11.87,'es_transportation',0
'C1362652272','M1823072687',22.29,'es_transportation',0
'C784005201','M348934600',6.91,'es_transportation',0
'C969284083','M348934600',1.6,'es_transportation',0
'C418638324','M348934600',29.52,'es_transportation',0
'C309780280','M85975013',15.35,'es_food',0
'C269960003','M855959430',10.18,'es_hyper',0
'C471003383','M348934600',17.38,'es_transportation',0
'C1761085759','M1823072687',40.57,'es_transportation',0
'C982406682','M85975013',44.38,'es_food',0
'C748216113','M85975013',36.22,'es_food',0
'C1130847219','M348934600',34.67,'es_transportation',0
'C426128777','M348934600',6.59,'es_transportation',0
'C2115574807','M348934600',7.55,'es_transportation',0
'C1855857061','M348934600',41.06,'es_transportation',0
'C1744581762','M209847108',90.47,'es_wellnessandbeauty',0
'C359698649','M1823072687',15.15,'es_transportation',0
'C1760986787','M1823072687',7.66,'es_transportation',0
'C1338727022','M348934600',13.86,'es_transportation',0
'C1379018843','M348934600',35.61,'es_transportation',0
'C2018553540','M348934600',43.76,'es_transportation',0
'C1038722314','M348934600',5.15,'es_transportation',0
'C612005121','M348934600',25.16,'es_transportation',0
'C1642689499','M348934600',46.32,'es_transportation',0
'C1089903335','M1823072687',28.32,'es_transportation',0
'C2043927860','M151143676',68.07,'es_barsandrestaurants',0
'C1996918734','M348934600',35.73,'es_transportation',0
'C760223382','M85975013',18.13,'es_food',0
'C1424475955','M348934600',81.02,'es_transportation',0
'C711859898','M348934600',15.78,'es_transportation',0
'C371396143','M348934600',0.71,'es_transportation',0
'C1954938610','M348934600',37.37,'es_transportation',0
'C1954938610','M1823072687',47.15,'es_transportation',0
'C1151051721','M1823072687',50.2,'es_transportation',0
'C1607323693','M547558035',19.16,'es_fashion',0
'C2136422351','M348934600',48.21,'es_transportation',0
'C62153477','M1823072687',48.39,'es_transportation',0
'C1274818444','M348934600',79.06,'es_transportation',0
'C106397937','M348934600',17.68,'es_transportation',0
'C1549232957','M1823072687',19.75,'es_transportation',0
'C1586862598','M480139044',88.18,'es_health',0
'C1586862598','M50039827',65.53,'es_health',0
'C202531238','M348934600',51.2,'es_transportation',0
'C1872660217','M1823072687',65.0,'es_transportation',0
'C736721523','M3697346',371.45,'es_leisure',1
'C2018553540','M3697346',319.73,'es_leisure',1
'C1808704110','M348934600',0.23,'es_transportation',0
'C154191546','M348934600',19.17,'es_transportation',0
'C1214780453','M348934600',27.27,'es_transportation',0
'C1032319289','M348934600',16.3,'es_transportation',0
'C1316262830','M348934600',34.14,'es_transportation',0
'C363029037','M85975013',126.42,'es_food',0
'C629942205','M348934600',55.38,'es_transportation',0
'C2110532720','M348934600',17.79,'es_transportation',0
'C739732151','M348934600',15.87,'es_transportation',0
'C1510459992','M348934600',37.38,'es_transportation',0
'C545527660','M348934600',44.88,'es_transportation',0
'C1963249369','M1823072687',51.48,'es_transportation',0
'C1626806996','M348934600',37.31,'es_transportation',0
'C1360225709','M1823072687',2.2,'es_transportation',0
'C1130259702','M348934600',28.6,'es_transportation',0
'C2072009750','M348934600',6.04,'es_transportation',0
'C639558755','M348934600',11.64,'es_transportation',0
'C1640022626','M1823072687',33.54,'es_transportation',0
'C1814746822','M1823072687',10.27,'es_transportation',0
'C168191673','M85975013',48.53,'es_food',0
'C146553626','M209847108',8.25,'es_wellnessandbeauty',0
'C1377339988','M348934600',29.33,'es_transportation',0
'C1565058518','M348934600',43.66,'es_transportation',0
'C1439880421','M1823072687',21.09,'es_transportation',0
'C1585648581','M1823072687',31.28,'es_transportation',0
'C1903856065','M348934600',28.91,'es_transportation',0
'C1153569753','M348934600',34.64,'es_transportation',0
'C1492110515','M348934600',0.56,'es_transportation',0
'C196888452','M1823072687',55.44,'es_transportation',0
'C1148364854','M348934600',21.67,'es_transportation',0
'C1090604904','M1823072687',63.19,'es_transportation',0
'C158319863','M348934600',15.56,'es_transportation',0
'C913863966','M348934600',41.0,'es_transportation',0
'C108940648','M85975013',58.48,'es_food',0
'C1446511647','M1823072687',12.77,'es_transportation',0
'C1965708710','M1823072687',30.06,'es_transportation',0
'C1051712338','M348934600',41.82,'es_transportation',0
'C1018783569','M348934600',37.84,'es_transportation',0
'C1809104609','M1823072687',12.51,'es_transportation',0
'C1232356156','M348934600',28.43,'es_transportation',0
'C926583171','M1823072687',52.8,'es_transportation',0
'C1582152156','M348934600',4.45,'es_transportation',0
'C581878341','M348934600',5.29,'es_transportation',0
'C608407663','M1823072687',21.19,'es_transportation',0
'C910969605','M348934600',31.49,'es_transportation',0
'C1508373758','M348934600',50.78,'es_transportation',0
'C1740004679','M348934600',0.04,'es_transportation',0
'C777971561','M348934600',58.86,'es_transportation',0
'C1495681901','M1823072687',23.36,'es_transportation',0
'C1651395634','M348934600',47.92,'es_transportation',0
'C864725258','M348934600',16.82,'es_transportation',0
'C1007790716','M348934600',49.33,'es_transportation',0
'C1233238493','M348934600',43.58,'es_transportation',0
'C1903005844','M1823072687',9.34,'es_transportation',0
'C1798653291','M348934600',53.96,'es_transportation',0
'C1547534233','M348934600',6.36,'es_transportation',0
'C1629152705','M348934600',19.18,'es_transportation',0
'C1718974481','M1823072687',6.71,'es_transportation',0
'C2016264883','M1823072687',43.3,'es_transportation',0
'C128812892','M348934600',36.57,'es_transportation',0
'C1435043122','M348934600',22.86,'es_transportation',0
'C1973818754','M348934600',19.26,'es_transportation',0
'C1634901253','M1823072687',37.36,'es_transportation',0
'C204633978','M348934600',43.15,'es_transportation',0
'C1819254965','M348934600',11.25,'es_transportation',0
'C1093826151','M151143676',28.12,'es_barsandrestaurants',0
'C2036557936','M348934600',36.8,'es_transportation',0
'C1965115675','M348934600',24.64,'es_transportation',0
'C1139909458','M348934600',20.03,'es_transportation',0
'C1823983599','M348934600',43.45,'es_transportation',0
'C1439299369','M348934600',26.87,'es_transportation',0
'C911364935','M348934600',17.55,'es_transportation',0
'C1584366693','M348934600',25.98,'es_transportation',0
'C1783206868','M1823072687',19.65,'es_transportation',0
'C1809615650','M348934600',4.92,'es_transportation',0
'C2126946323','M348934600',36.92,'es_transportation',0
'C582479974','M348934600',17.94,'es_transportation',0
'C1782998558','M348934600',3.18,'es_transportation',0
'C2087715408','M348934600',40.31,'es_transportation',0
'C1512732275','M348934600',30.26,'es_transportation',0
'C291671443','M348934600',12.98,'es_transportation',0
'C1603928569','M1823072687',11.1,'es_transportation',0
'C1814131114','M348934600',11.08,'es_transportation',0
'C698318224','M348934600',14.25,'es_transportation',0
'C1382187685','M348934600',19.74,'es_transportation',0
'C1852091130','M348934600',32.68,'es_transportation',0
'C206074131','M348934600',6.06,'es_transportation',0
'C285984841','M1823072687',27.3,'es_transportation',0
'C318818410','M348934600',27.12,'es_transportation',0
'C935791733','M85975013',58.66,'es_food',0
'C1420603517','M348934600',22.59,'es_transportation',0
'C526635102','M348934600',41.52,'es_transportation',0
'C723217997','M348934600',10.7,'es_transportation',0
'C1807259356','M348934600',27.62,'es_transportation',0
'C1104044396','M348934600',30.68,'es_transportation',0
'C650108285','M1823072687',24.46,'es_transportation',0
'C634714812','M1823072687',37.68,'es_transportation',0
'C1010936270','M348934600',19.32,'es_transportation',0
'C333484923','M1823072687',40.62,'es_transportation',0
'C1164613439','M1823072687',41.76,'es_transportation',0
'C862633345','M348934600',58.49,'es_transportation',0
'C155920620','M348934600',54.42,'es_transportation',0
'C917831365','M1823072687',8.92,'es_transportation',0
'C74457300','M348934600',52.72,'es_transportation',0
'C476313806','M348934600',14.15,'es_transportation',0
'C970603000','M348934600',30.55,'es_transportation',0
'C1867965524','M348934600',51.98,'es_transportation',0
'C696052681','M348934600',7.41,'es_transportation',0
'C851731350','M348934600',15.83,'es_transportation',0
'C1965185304','M348934600',13.85,'es_transportation',0
'C859276623','M348934600',22.85,'es_transportation',0
'C1370556911','M348934600',44.19,'es_transportation',0
'C1730375460','M348934600',52.94,'es_transportation',0
'C23049140','M348934600',34.46,'es_transportation',0
'C38227648','M1823072687',33.56,'es_transportation',0
'C1926972512','M348934600',10.13,'es_transportation',0
'C277720476','M1823072687',34.72,'es_transportation',0
'C1419235351','M348934600',35.72,'es_transportation',0
'C1192874833','M1823072687',33.93,'es_transportation',0
'C791154308','M1400236507',253.27,'es_home',0
'C1663056729','M348934600',47.24,'es_transportation',0
'C834739424','M1823072687',17.44,'es_transportation',0
'C1262879702','M1823072687',46.4,'es_transportation',0
'C16891369','M348934600',53.23,'es_transportation',0
'C119537158','M348934600',41.5,'es_transportation',0
'C732095806','M348934600',80.31,'es_transportation',0
'C490238464','M348934600',1.99,'es_transportation',0
'C790600178','M980657600',206.79,'es_sportsandtoys',0
'C1641076533','M1649169323',220.72,'es_sportsandtoys',0
'C1392385769','M348934600',37.75,'es_transportation',0
'C1948728559','M348934600',30.74,'es_transportation',0
'C232299558','M348934600',39.03,'es_transportation',0
'C1058785965','M348934600',32.19,'es_transportation',0
'C567897093','M1823072687',30.38,'es_transportation',0
'C1557689947','M1823072687',1.01,'es_transportation',0
'C949319027','M348934600',44.68,'es_transportation',0
'C2041218422','M348934600',32.48,'es_transportation',0
'C1918953803','M348934600',56.34,'es_transportation',0
'C2041168843','M547558035',47.49,'es_fashion',0
'C1546864044','M348934600',50.61,'es_transportation',0
'C1943207086','M348934600',61.64,'es_transportation',0
'C2063978670','M348934600',47.7,'es_transportation',0
'C588841669','M348934600',6.67,'es_transportation',0
'C1267365709','M1823072687',3.41,'es_transportation',0
'C326815335','M348934600',23.9,'es_transportation',0
'C1409858085','M348934600',69.15,'es_transportation',0
'C1050663079','M348934600',63.32,'es_transportation',0
'C1828416123','M348934600',34.41,'es_transportation',0
'C1529774854','M1823072687',8.83,'es_transportation',0
'C1159406873','M348934600',34.89,'es_transportation',0
'C727658706','M151143676',36.73,'es_barsandrestaurants',0
'C2054744914','M1823072687',81.19,'es_transportation',0
'C225675370','M1823072687',52.13,'es_transportation',0
'C753013685','M348934600',26.93,'es_transportation',0
'C746862122','M348934600',0.22,'es_transportation',0
'C1812702959','M348934600',48.77,'es_transportation',0
'C1812702959','M1823072687',61.01,'es_transportation',0
'C289617636','M1823072687',1.55,'es_transportation',0
'C815186263','M1823072687',37.55,'es_transportation',0
'C1421006824','M151143676',76.27,'es_barsandrestaurants',0
'C1565570610','M2080407379',3799.04,'es_travel',1
'C1312615175','M2080407379',2917.32,'es_travel',1
'C261398093','M348934600',50.43,'es_transportation',0
'C830053540','M348934600',46.61,'es_transportation',0
'C576436654','M348934600',15.14,'es_transportation',0
'C437836513','M1823072687',9.65,'es_transportation',0
'C476466255','M1823072687',35.8,'es_transportation',0
'C369805136','M348934600',44.01,'es_transportation',0
'C1212956427','M348934600',8.71,'es_transportation',0
'C487569403','M348934600',39.26,'es_transportation',0
'C1018388493','M1823072687',9.91,'es_transportation',0
'C1687751654','M348934600',1.89,'es_transportation',0
'C1161949399','M348934600',22.66,'es_transportation',0
'C2007253908','M1823072687',37.72,'es_transportation',0
'C814878326','M348934600',10.77,'es_transportation',0
'C515668508','M1535107174',37.08,'es_wellnessandbeauty',0
'C947010068','M348934600',35.84,'es_transportation',0
'C338406777','M348934600',25.27,'es_transportation',0
'C413065793','M348934600',32.35,'es_transportation',0
'C1426420214','M1823072687',25.97,'es_transportation',0
'C947156375','M348934600',24.87,'es_transportation',0
'C47652503','M1823072687',18.41,'es_transportation',0
'C914285365','M348934600',25.43,'es_transportation',0
'C1744098311','M348934600',45.27,'es_transportation',0
'C371570992','M1823072687',39.57,'es_transportation',0
'C1287167517','M348934600',38.27,'es_transportation',0
'C978276840','M348934600',11.42,'es_transportation',0
'C1816813783','M348934600',7.41,'es_transportation',0
'C1209363182','M348934600',3.19,'es_transportation',0
'C1060270098','M348934600',25.75,'es_transportation',0
'C1871594117','M348934600',8.21,'es_transportation',0
'C440111595','M1823072687',14.3,'es_transportation',0
'C1095604325','M348934600',29.39,'es_transportation',0
'C1761368684','M151143676',30.07,'es_barsandrestaurants',0
'C131559770','M348934600',11.23,'es_transportation',0
'C997029022','M348934600',0.12,'es_transportation',0
'C566582492','M1823072687',44.67,'es_transportation',0
'C579037870','M348934600',13.96,'es_transportation',0
'C1862384239','M348934600',32.21,'es_transportation',0
'C1904416498','M1823072687',10.29,'es_transportation',0
'C1510402289','M348934600',10.08,'es_transportation',0
'C1373973501','M349281107',51.32,'es_fashion',0
'C399875163','M348934600',10.24,'es_transportation',0
'C301483725','M348934600',13.99,'es_transportation',0
'C851156881','M348934600',16.72,'es_transportation',0
'C423891632','M1823072687',5.14,'es_transportation',0
'C334073161','M85975013',35.95,'es_food',0
'C800379810','M348934600',33.65,'es_transportation',0
'C1352750459','M348934600',41.67,'es_transportation',0
'C483485800','M348934600',29.36,'es_transportation',0
'C151715772','M151143676',24.73,'es_barsandrestaurants',0
'C2005671734','M349281107',160.82,'es_fashion',0
'C820456300','M1823072687',23.71,'es_transportation',0
'C1939799337','M151143676',13.63,'es_barsandrestaurants',0
'C46234453','M348934600',3.43,'es_transportation',0
'C74848504','M1823072687',5.58,'es_transportation',0
'C432449092','M1823072687',24.49,'es_transportation',0
'C1090528803','M348934600',12.19,'es_transportation',0
'C637831009','M1823072687',15.94,'es_transportation',0
'C347987512','M348934600',27.03,'es_transportation',0
'C582022575','M348934600',48.76,'es_transportation',0
'C1347371891','M348934600',10.01,'es_transportation',0
'C469767739','M348934600',29.51,'es_transportation',0
'C296630818','M348934600',26.96,'es_transportation',0
'C47208933','M348934600',24.76,'es_transportation',0
'C1594422820','M348934600',50.49,'es_transportation',0
'C525158878','M1823072687',9.48,'es_transportation',0
'C2035341190','M348934600',10.29,'es_transportation',0
'C469059843','M348934600',41.9,'es_transportation',0
'C1426006139','M348934600',46.24,'es_transportation',0
'C1780201239','M348934600',14.78,'es_transportation',0
'C1814870538','M348934600',1.89,'es_transportation',0
'C1221114448','M348934600',66.15,'es_transportation',0
'C2039473569','M348934600',41.82,'es_transportation',0
'C449179311','M348934600',47.25,'es_transportation',0
'C1803364571','M348934600',9.62,'es_transportation',0
'C1452053500','M348934600',15.3,'es_transportation',0
'C17166563','M348934600',33.35,'es_transportation',0
'C341886098','M348934600',35.55,'es_transportation',0
'C272752096','M348934600',42.2,'es_transportation',0
'C1087943403','M1823072687',3.95,'es_transportation',0
'C1882920635','M348934600',13.34,'es_transportation',0
'C620551378','M348934600',11.71,'es_transportation',0
'C435637901','M348934600',28.84,'es_transportation',0
'C524663308','M348934600',42.21,'es_transportation',0
'C2058916086','M348934600',17.37,'es_transportation',0
'C165037464','M1823072687',12.85,'es_transportation',0
'C1568308501','M348934600',17.92,'es_transportation',0
'C12662072','M348934600',5.88,'es_transportation',0
'C2118328869','M1842530320',104.8,'es_tech',0
'C75274383','M85975013',48.75,'es_food',0
'C1023803355','M209847108',20.16,'es_wellnessandbeauty',0
'C1214229415','M348934600',10.39,'es_transportation',0
'C1214229415','M1823072687',4.24,'es_transportation',0
'C1107442215','M348934600',13.48,'es_transportation',0
'C1273110804','M348934600',41.57,'es_transportation',0
'C284165615','M348934600',17.39,'es_transportation',0
'C918296398','M348934600',3.66,'es_transportation',0
'C1047521541','M1823072687',11.45,'es_transportation',0
'C876944738','M209847108',100.02,'es_wellnessandbeauty',0
'C363006417','M348934600',55.68,'es_transportation',0
'C450548035','M348934600',18.07,'es_transportation',0
'C1652856443','M1823072687',21.97,'es_transportation',0
'C638917294','M348934600',49.53,'es_transportation',0
'C587016440','M1823072687',11.75,'es_transportation',0
'C1134994937','M1823072687',37.51,'es_transportation',0
'C1622415837','M348934600',42.3,'es_transportation',0
'C1969430351','M1823072687',23.04,'es_transportation',0
'C210584188','M348934600',19.37,'es_transportation',0
'C25759288','M1823072687',32.92,'es_transportation',0
'C817389751','M1823072687',16.83,'es_transportation',0
'C1560893361','M1823072687',40.12,'es_transportation',0
'C354098761','M348934600',39.67,'es_transportation',0
'C1768385310','M348934600',22.3,'es_transportation',0
'C1084001812','M1823072687',29.64,'es_transportation',0
'C404536294','M348934600',14.73,'es_transportation',0
'C885208928','M348934600',27.27,'es_transportation',0
'C337165520','M348934600',26.57,'es_transportation',0
'C1110919755','M348934600',68.81,'es_transportation',0
'C1002759277','M348934600',20.26,'es_transportation',0
'C117112395','M1823072687',25.26,'es_transportation',0
'C1786430014','M348934600',6.63,'es_transportation',0
'C2137070408','M1823072687',17.27,'es_transportation',0
'C1642592478','M348934600',27.69,'es_transportation',0
'C1374336520','M348934600',53.57,'es_transportation',0
'C1233802034','M348934600',25.09,'es_transportation',0
'C39890933','M1823072687',22.79,'es_transportation',0
'C13098029','M348934600',39.79,'es_transportation',0
'C800967034','M1823072687',17.45,'es_transportation',0
'C809674942','M1823072687',74.2,'es_transportation',0
'C464042268','M1823072687',19.45,'es_transportation',0
'C2044070952','M1823072687',66.39,'es_transportation',0
'C1256073744','M1823072687',7.47,'es_transportation',0
'C1688605578','M348934600',36.06,'es_transportation',0
'C1708403061','M348934600',51.73,'es_transportation',0
'C83613815','M348934600',24.74,'es_transportation',0
'C1971105040','M348934600',28.25,'es_transportation',0
'C1787537369','M1823072687',63.29,'es_transportation',0
'C17059521','M348934600',41.38,'es_transportation',0
'C891364505','M1823072687',37.25,'es_transportation',0
'C1394428191','M348934600',2.87,'es_transportation',0
'C20274793','M1823072687',25.91,'es_transportation',0
'C605859862','M348934600',57.76,'es_transportation',0
'C605859862','M1823072687',16.11,'es_transportation',0
'C837031785','M348934600',31.68,'es_transportation',0
'C1189231170','M348934600',38.44,'es_transportation',0
'C1554037473','M348934600',66.44,'es_transportation',0
'C459123820','M348934600',22.36,'es_transportation',0
'C9169170','M1823072687',57.75,'es_transportation',0
'C1650590141','M348934600',34.64,'es_transportation',0
'C638163213','M348934600',14.09,'es_transportation',0
'C519449235','M348934600',45.47,'es_transportation',0
'C885555910','M85975013',93.03,'es_food',0
'C1634492186','M348934600',45.18,'es_transportation',0
'C2101882723','M348934600',8.46,'es_transportation',0
'C417912401','M85975013',56.7,'es_food',0
'C1240746302','M348934600',14.96,'es_transportation',0
'C1691073795','M348934600',0.85,'es_transportation',0
'C100992504','M1823072687',9.52,'es_transportation',0
'C1709958311','M348934600',20.56,'es_transportation',0
'C1741401017','M1823072687',52.04,'es_transportation',0
'C1249352100','M348934600',13.52,'es_transportation',0
'C566987196','M1053599405',41.57,'es_health',0
'C1697528836','M1823072687',20.17,'es_transportation',0
'C1304285526','M348934600',16.58,'es_transportation',0
'C1156672988','M348934600',1.64,'es_transportation',0
'C1698214137','M1823072687',13.96,'es_transportation',0
'C78938440','M348934600',36.79,'es_transportation',0
'C1697472909','M348934600',27.36,'es_transportation',0
'C2060778761','M348934600',18.13,'es_transportation',0
'C861002792','M1823072687',6.59,'es_transportation',0
'C510934446','M85975013',95.61,'es_food',0
'C656031620','M348934600',1.02,'es_transportation',0
'C954150626','M348934600',17.36,'es_transportation',0
'C545840720','M348934600',33.55,'es_transportation',0
'C1273885837','M1823072687',37.86,'es_transportation',0
'C1837295173','M1823072687',14.24,'es_transportation',0
'C1121327223','M1823072687',36.71,'es_transportation',0
'C1556912476','M348934600',6.27,'es_transportation',0
'C636259913','M348934600',41.93,'es_transportation',0
'C1486961552','M85975013',37.24,'es_food',0
'C1415571957','M348934600',11.12,'es_transportation',0
'C1969886762','M348934600',24.65,'es_transportation',0
'C990997956','M151143676',56.06,'es_barsandrestaurants',0
'C1091680547','M1823072687',14.26,'es_transportation',0
'C75278863','M1823072687',37.68,'es_transportation',0
'C1629693561','M348934600',51.72,'es_transportation',0
'C791033780','M348934600',25.06,'es_transportation',0
'C2127479268','M855959430',36.76,'es_hyper',0
'C477595630','M1823072687',64.77,'es_transportation',0
'C1864768620','M348934600',5.07,'es_transportation',0
'C916497516','M348934600',42.5,'es_transportation',0
'C2084449024','M348934600',14.55,'es_transportation',0
'C144835944','M1741626453',9.74,'es_sportsandtoys',0
'C1897705669','M348934600',16.91,'es_transportation',0
'C447271561','M348934600',29.12,'es_transportation',0
'C295362058','M348934600',51.71,'es_transportation',0
'C2140473917','M348934600',57.15,'es_transportation',0
'C707326919','M1823072687',45.95,'es_transportation',0
'C964635168','M348934600',20.03,'es_transportation',0
'C1475317372','M1823072687',22.7,'es_transportation',0
'C1414112698','M1823072687',42.29,'es_transportation',0
'C1962407385','M348934600',30.15,'es_transportation',0
'C398651508','M348934600',3.24,'es_transportation',0
'C742784538','M1823072687',27.25,'es_transportation',0
'C1853381059','M348934600',22.39,'es_transportation',0
'C662948645','M1823072687',25.45,'es_transportation',0
'C399389739','M677738360',64.78,'es_contents',0
'C1141524074','M1823072687',15.63,'es_transportation',0
'C320158645','M348934600',56.99,'es_transportation',0
'C1188590334','M348934600',35.04,'es_transportation',0
'C185428348','M855959430',0.32,'es_hyper',0
'C1334045764','M1198415165',103.52,'es_wellnessandbeauty',0
'C481773197','M348934600',4.0,'es_transportation',0
'C978637475','M1823072687',27.27,'es_transportation',0
'C477542874','M348934600',27.75,'es_transportation',0
'C1474976180','M348934600',24.65,'es_transportation',0
'C128008012','M348934600',59.5,'es_transportation',0
'C752356138','M1823072687',0.29,'es_transportation',0
'C1022530210','M348934600',31.4,'es_transportation',0
'C1711699171','M1823072687',50.71,'es_transportation',0
'C1267749701','M348934600',17.71,'es_transportation',0
'C1040980271','M348934600',1.59,'es_transportation',0
'C1010589026','M1053599405',249.49,'es_health',0
'C1621026927','M1823072687',42.79,'es_transportation',0
'C998987490','M348934600',19.24,'es_transportation',0
'C7197142','M348934600',72.65,'es_transportation',0
'C1666444221','M348934600',27.68,'es_transportation',0
'C345742557','M348934600',23.71,'es_transportation',0
'C345742557','M1823072687',53.07,'es_transportation',0
'C893911190','M1823072687',32.3,'es_transportation',0
'C1174735331','M348934600',25.68,'es_transportation',0
'C1969942970','M348934600',3.98,'es_transportation',0
'C346693029','M348934600',12.36,'es_transportation',0
'C1718279923','M1823072687',47.74,'es_transportation',0
'C1335108214','M348934600',48.89,'es_transportation',0
'C25346278','M348934600',7.13,'es_transportation',0
'C2136232396','M348934600',32.47,'es_transportation',0
'C1887473486','M348934600',30.84,'es_transportation',0
'C1887473486','M1823072687',14.9,'es_transportation',0
'C381250974','M1823072687',23.24,'es_transportation',0
'C1030975170','M1823072687',23.57,'es_transportation',0
'C2027052970','M348934600',62.79,'es_transportation',0
'C1739741081','M348934600',32.91,'es_transportation',0
'C1342037956','M348934600',1.57,'es_transportation',0
'C841616397','M1823072687',1.75,'es_transportation',0
'C1314685160','M348934600',26.4,'es_transportation',0
'C54876469','M1823072687',6.81,'es_transportation',0
'C171977183','M348934600',2.5,'es_transportation',0
'C2054233026','M348934600',26.59,'es_transportation',0
'C1963617384','M1823072687',9.91,'es_transportation',0
'C993027768','M348934600',40.43,'es_transportation',0
'C2136553361','M348934600',5.84,'es_transportation',0
'C1344489848','M348934600',13.98,'es_transportation',0
'C980181294','M1823072687',0.82,'es_transportation',0
'C830078297','M348934600',24.6,'es_transportation',0
'C1345265337','M348934600',15.98,'es_transportation',0
'C1464489812','M980657600',396.62,'es_sportsandtoys',1
'C1464489812','M980657600',301.36,'es_sportsandtoys',1
'C362654279','M348934600',0.44,'es_transportation',0
'C927766810','M348934600',32.46,'es_transportation',0
'C2106115023','M1600850729',74.7,'es_fashion',0
'C1921248691','M348934600',41.23,'es_transportation',0
'C399061526','M1823072687',15.51,'es_transportation',0
'C203802515','M1823072687',44.11,'es_transportation',0
'C1261640227','M348934600',2.61,'es_transportation',0
'C26438018','M348934600',44.83,'es_transportation',0
'C897057254','M348934600',2.34,'es_transportation',0
'C449262890','M1823072687',14.97,'es_transportation',0
'C1918064652','M1823072687',16.95,'es_transportation',0
'C173276320','M1053599405',77.69,'es_health',0
'C69317479','M1823072687',35.01,'es_transportation',0
'C1263461120','M348934600',20.55,'es_transportation',0
'C881073190','M348934600',18.27,'es_transportation',0
'C1332125345','M348934600',36.62,'es_transportation',0
'C2062758473','M348934600',21.97,'es_transportation',0
'C15276068','M348934600',25.21,'es_transportation',0
'C15276068','M1823072687',13.72,'es_transportation',0
'C85676975','M1823072687',24.78,'es_transportation',0
'C1333537680','M348934600',28.45,'es_transportation',0
'C1045652139','M348934600',8.23,'es_transportation',0
'C804094956','M348934600',39.22,'es_transportation',0
'C901025251','M348934600',26.52,'es_transportation',0
'C897883896','M348934600',53.3,'es_transportation',0
'C328208842','M348934600',27.58,'es_transportation',0
'C319933645','M348934600',27.1,'es_transportation',0
'C324333692','M348934600',66.51,'es_transportation',0
'C1273564839','M348934600',36.03,'es_transportation',0
'C255292461','M1823072687',24.8,'es_transportation',0
'C1102156492','M1823072687',21.8,'es_transportation',0
'C1194320883','M348934600',0.92,'es_transportation',0
'C1700873233','M855959430',23.73,'es_hyper',0
'C1484585237','M348934600',45.07,'es_transportation',0
'C455036670','M348934600',3.34,'es_transportation',0
'C1236509536','M348934600',27.87,'es_transportation',0
'C70991061','M348934600',16.87,'es_transportation',0
'C1133451243','M1823072687',24.86,'es_transportation',0
'C375144053','M980657600',634.76,'es_sportsandtoys',1
'C374616385','M980657600',360.09,'es_sportsandtoys',1
'C1075692577','M1823072687',65.73,'es_transportation',0
'C601235628','M1823072687',14.28,'es_transportation',0
'C2119675022','M348934600',21.29,'es_transportation',0
'C1268275182','M348934600',17.12,'es_transportation',0
'C1385115265','M348934600',43.16,'es_transportation',0
'C130295904','M348934600',0.03,'es_transportation',0
'C616528518','M1823072687',44.52,'es_transportation',0
'C948004275','M348934600',3.84,'es_transportation',0
'C1238185596','M348934600',1.9,'es_transportation',0
'C1806072501','M348934600',9.64,'es_transportation',0
'C5079947','M348934600',58.37,'es_transportation',0
'C1255221015','M348934600',13.9,'es_transportation',0
'C1954474578','M348934600',45.62,'es_transportation',0
'C1624351292','M1823072687',39.61,'es_transportation',0
'C729168812','M348934600',15.11,'es_transportation',0
'C2117938225','M855959430',15.26,'es_hyper',0
'C2078460335','M348934600',14.91,'es_transportation',0
'C1033736586','M151143676',20.29,'es_barsandrestaurants',0
'C1010865894','M348934600',34.65,'es_transportation',0
'C17589297','M1741626453',98.86,'es_sportsandtoys',0
'C1067734462','M348934600',5.3,'es_transportation',0
'C1713848243','M348934600',35.13,'es_transportation',0
'C1128965136','M85975013',19.26,'es_food',0
'C1158233054','M348934600',23.29,'es_transportation',0
'C1082608644','M1823072687',53.25,'es_transportation',0
'C1364381627','M348934600',22.89,'es_transportation',0
'C2012683959','M1823072687',25.06,'es_transportation',0
'C1246760376','M1535107174',36.39,'es_wellnessandbeauty',0
'C970704037','M348934600',47.36,'es_transportation',0
'C1659350842','M1823072687',41.55,'es_transportation',0
'C2117552812','M1823072687',52.18,'es_transportation',0
'C1962882634','M547558035',1.16,'es_fashion',0
'C251875213','M1823072687',51.29,'es_transportation',0
'C737765767','M1823072687',35.06,'es_transportation',0
'C1081618305','M85975013',34.18,'es_food',0
'C311783581','M1823072687',12.19,'es_transportation',0
